Text,Label,ID,Offsets,,,
Ever wonder what it feels like to sleep on a cloud?,None,article_00156.pre.xmi:035,[],,,
Wrap up in one of our comforters and find out.,None,article_00156.pre.xmi:036,[],,,
▶,None,article_00156.pre.xmi:037,[],,,
Pillows,None,article_00156.pre.xmi:038,[],,,
"Soft and springy plush pillows, made for snoozing.",None,article_00156.pre.xmi:039,[],,,
Choose your perfect fill and max out on comfort.,None,article_00156.pre.xmi:040,[],,,
Contact,None,article_00157.pre.xmi:001,[],,,
A Brighter Future,None,article_00157.pre.xmi:002,[],,,
d.light is a global leader in delivering affordable solar-powered solutions designed for the two billion people in the developing world without access to reliable energy.,About,article_00157.pre.xmi:003,"[{u'text': u'd.light', u'endOffset': 7, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'solar-powered solutions', u'endOffset': 75, u'beginOffset': 52, u'label': u'ProductService'}]",,,
"A social enterprise, d.light provides distributed solar energy solutions for households and small businesses that are transforming the way people all over the world use and pay for energy.",About,article_00157.pre.xmi:004,"[{u'text': u'd.light', u'endOffset': 28, u'beginOffset': 21, u'label': u'Company'}, {u'text': u'solar energy solutions', u'endOffset': 72, u'beginOffset': 50, u'label': u'ProductService'}, {u'text': u'households and small businesses', u'endOffset': 108, u'beginOffset': 77, u'label': u'MarketProfile'}]",,,
"Through four hubs in  Africa ,  China ,  South Asia  and the  United States , d.light has sold more than twelve million solar light and power products in 62 countries, improving the lives of over 65 million people.",About,article_00157.pre.xmi:005,"[{u'text': u'd.light', u'endOffset': 85, u'beginOffset': 78, u'label': u'Company'}, {u'text': u'solar light and power products', u'endOffset': 150, u'beginOffset': 120, u'label': u'ProductService'}, {u'text': u'improving the lives of over 65 million people', u'endOffset': 213, u'beginOffset': 168, u'label': u'ValueProposition'}]",,,
"d.light is dedicated to providing the most reliable, affordable and accessible solar lighting and power systems for the developing world and reaching 100 million people by 2020.",About,article_00157.pre.xmi:006,"[{u'text': u'd.light', u'endOffset': 7, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'solar lighting and power systems', u'endOffset': 111, u'beginOffset': 79, u'label': u'ProductService'}]",,,
Our Founding,None,article_00157.pre.xmi:007,[],,,
"In 2004, Peace Corps volunteer Sam Goldman's fifteen-year-old neighbor was badly burned in a kerosene accident in Benin, Africa.",None,article_00157.pre.xmi:008,[],,,
"Sam knew there had to be better, safer ways to power homes and businesses in the developing world.",None,article_00157.pre.xmi:009,[],,,
"After returning to North America from the Peace Corps, Sam enrolled in Stanford's Entrepreneurial Design for Extreme Affordability class, where he met co-founder Ned Tozun.",None,article_00157.pre.xmi:010,[],,,
"In 2006, Ned and Sam founded d.light , developing the initial prototype solar lantern and an ambitious plan to bring safe, bright, clean lighting and power to people around the globe.",None,article_00157.pre.xmi:011,[],,,
d.light's first commercial solar product made its debut in the marketplace in 2008.,None,article_00157.pre.xmi:012,[],,,
Power with a Purpose,None,article_00157.pre.xmi:013,[],,,
"Vision: d.light envisions a future where everyone is empowered by the freedom and improved quality of life that comes with access to reliable, affordable, clean solar energy.",None,article_00157.pre.xmi:014,[],,,
Mission: d.light is dedicated to providing distributed solar energy solutions for households and small businesses that transform the way people all over the world use and pay for energy.,About,article_00157.pre.xmi:015,"[{u'text': u'd.light', u'endOffset': 16, u'beginOffset': 9, u'label': u'Company'}, {u'text': u'solar energy solutions', u'endOffset': 77, u'beginOffset': 55, u'label': u'ProductService'}, {u'text': u'households and small businesses', u'endOffset': 113, u'beginOffset': 82, u'label': u'MarketProfile'}]",,,
"Goal: Before the end of 2020, d.light will have helped to transform the lives of 100 million people.",None,article_00157.pre.xmi:016,[],,,
Copyright © 2017 d.light design.,None,article_00157.pre.xmi:017,[],,,
All rights reserved.,None,article_00157.pre.xmi:018,[],,,
"Trust, Stability & Value Since 1986",None,article_00158.pre.xmi:001,[],,,
About Cobblestone.,None,article_00158.pre.xmi:002,[],,,
"Since 1986, Cobblestone has provided Loan Review, Credit Management Consulting, and Due Diligence.",About,article_00158.pre.xmi:003,"[{u'text': u'Cobblestone', u'endOffset': 23, u'beginOffset': 12, u'label': u'Company'}, {u'text': u'Loan Review, Credit Management Consulting, and Due Diligence', u'endOffset': 97, u'beginOffset': 37, u'label': u'ProductService'}]",,,
"Today, Cobblestone provides independent Loan Review services for over 70 clients largely focused on New England.",None,article_00158.pre.xmi:004,[],,,
"We specialize in community-oriented commercial banks, savings banks, co-operatives, and credit unions, and our clients view us as a collaborative business partner in managing the risk of their commercial portfolio.",About,article_00158.pre.xmi:005,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'commercial banks, savings banks, co-operatives, and credit unions', u'endOffset': 101, u'beginOffset': 36, u'label': u'MarketProfile'}]",,,
The Cobblestone Difference.,None,article_00158.pre.xmi:006,[],,,
Financial institutions trust Cobblestone for three reasons.,None,article_00158.pre.xmi:007,[],,,
"First, Cobblestone represents stability.",None,article_00158.pre.xmi:008,[],,,
"We've been in the Loan Review and Credit Consulting business for over 25 years, and our key members have significant commercial lending and consulting experience, and every client engagement is staffed with only experienced commercial lending personnel.",About,article_00158.pre.xmi:009,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'Loan Review and Credit Consulting', u'endOffset': 51, u'beginOffset': 18, u'label': u'ProductService'}, {u'text': u'significant commercial lending and consulting experience', u'endOffset': 161, u'beginOffset': 105, u'label': u'ValueProposition'}]",,,
"Our long history and depth of experience means that we intimately understand your industry, your issues, and how to manage your banking institution's business challenges.",None,article_00158.pre.xmi:010,[],,,
"Second, our Loan Review approach is rich in the fundamentals and deep in the details.",None,article_00158.pre.xmi:011,[],,,
Managing risk in a commercial portfolio requires a broad sampling of loans to provide a reliable analysis of stratification of portfolio risk ratings.,None,article_00158.pre.xmi:012,[],,,
"Each commercial loan or loan relationship is analyzed on a detailed, individual loan review form that addresses risk by analyzing cash flow, collateral associated with guarantors, and industry or economic conditions.",None,article_00158.pre.xmi:013,[],,,
"Specific points of risk are assessed, including the risk rating, collateral, and guarantor.",None,article_00158.pre.xmi:014,[],,,
"We help our clients become proactive in risk management by improving management reporting, improving loan structure, and underwriting new loans based on solid commercial lending fundamentals.",None,article_00158.pre.xmi:015,[],,,
"Third, Cobblestone provides value.",None,article_00158.pre.xmi:016,[],,,
"Our seasoned, independent professionals don't just follow a standard checklist to quantify your loan portfolio…instead, we leverage our decades of broad experience and perspective as we dig deeply to point out insightful information that management and lenders may not be aware of.",None,article_00158.pre.xmi:017,[],,,
"Our cost-effective value is thus created by how thoroughly we review each loan, how insightfully we think about your risk strategies, and how effectively we communicate our findings and interact with bank management and lenders.",None,article_00158.pre.xmi:018,[],,,
"Cobblestone continues to grow and provide services to more and more banks who choose Cobblestone based on our reputation, results, and unique approach to intelligently and insightfully help manage our client's risk and credit environment.",None,article_00158.pre.xmi:019,[],,,
"Making the roads a safer place, one smartphone at a time.",None,article_00159.pre.xmi:001,[],,,
Our Mission,None,article_00159.pre.xmi:002,[],,,
To deliver connected driving to everyone.,None,article_00159.pre.xmi:003,[],,,
Drivemode was founded in 2014 by entrepreneurs from Zipcar and Tesla Motors who set out to fundamentally change the way you use technology in the car.,None,article_00159.pre.xmi:004,[],,,
Our goal is to create products that makes you immediately wonder how you ever lived without it.,None,article_00159.pre.xmi:005,[],,,
Our Leadership Team,None,article_00159.pre.xmi:006,[],,,
Yo Koga,None,article_00159.pre.xmi:007,[],,,
"Co-Founder, CEO",None,article_00159.pre.xmi:008,[],,,
Yo is a serial entrepreneur who has sat on both sides of the table from engineer to co-founder to investor at Globespan Capital.,None,article_00159.pre.xmi:009,[],,,
"Prior to founding Drivemode, Yo led the international expansion strategy at Zipcar.",None,article_00159.pre.xmi:010,[],,,
Yo holds an MBA from Harvard.,None,article_00159.pre.xmi:011,[],,,
HK Ueda,None,article_00159.pre.xmi:012,[],,,
"Co-Founder, Biz Dev",None,article_00159.pre.xmi:013,[],,,
"Prior to founding Drivemode, HK was the Product Launch Manager at Tesla Motors, responsible for the successful launch of the Model S sedan.",None,article_00159.pre.xmi:014,[],,,
HK has a background in automotive electronics engineering and also holds an MBA from Harvard.,None,article_00159.pre.xmi:015,[],,,
Jeff Standard,None,article_00159.pre.xmi:016,[],,,
"Co-Founder, Product Manager",None,article_00159.pre.xmi:017,[],,,
Jeff is a co-founder and head of product management at Drivemode.,None,article_00159.pre.xmi:018,[],,,
Prior to Drivemode he helped found two other startups as well as worked for several years writing software for hedge funds.,None,article_00159.pre.xmi:019,[],,,
Jeff holds an MBA from the Kellogg School of Management.,None,article_00159.pre.xmi:020,[],,,
João Orui,None,article_00159.pre.xmi:021,[],,,
Director of Engineering,None,article_00159.pre.xmi:022,[],,,
